Date,Open Order,Project Code,Project Name,Inch,Thickness,Weight,Total Order Bars,Total Order Weight (kg),Support Item,Final Quantity (Total Requests for Support Items in Field Operations)
2024-11-11,ORD-00256,PRJ-0009,Infrastructure Development,10 inches,1.3 mm,0.01 tons,11,187,Pipe Coating Material,92
2024-11-13,ORD-00103,PRJ-0009,Infrastructure Development,1/2 inch,17.5 mm,0.05 tons,14,672,Coolant,28
2024-11-13,ORD-00159,PRJ-0010,Energy Plant Retrofit,12 inches,25.0 mm,0.01 tons,13,559,Pipe Coating Material,48
2024-11-13,ORD-00234,PRJ-0008,Building Construction,8 inches,6.0 mm,0.05 tons,5,240,Pipe Coating Material,76
2024-11-14,ORD-00359,PRJ-0002,Pipeline Installation,6 inches,6.0 mm,0.04 tons,18,594,Coolant,65
2024-11-14,ORD-00270,PRJ-0005,Irrigation System,4 inches,17.5 mm,0.05 tons,17,493,Coolant,95
2024-11-14,ORD-00243,PRJ-0006,Industrial Plant Construction,24 inches,34.0 mm,0.02 tons,10,260,Clamps,45
2024-11-14,ORD-00318,PRJ-0005,Irrigation System,10 inches,25.0 mm,0.03 tons,10,110,Grease Cartridge,54
2024-11-14,ORD-00029,PRJ-0005,Irrigation System,6 inches,7.9 mm,0.03 tons,10,420,Machine Bearings,72
2024-11-15,ORD-00240,PRJ-0005,Irrigation System,8 inches,34.0 mm,0.03 tons,8,208,Grease Cartridge,84
2024-11-16,ORD-00146,PRJ-0002,Pipeline Installation,4 inches,7.9 mm,0.01 tons,12,372,Welding Rod,55
2024-11-16,ORD-00366,PRJ-0002,Pipeline Installation,6 inches,6.0 mm,0.04 tons,18,288,Lubricant Spray,31
2024-11-16,ORD-00285,PRJ-0001,Oil & Gas Exploration,10 inches,34.0 mm,0.01 tons,6,288,Replacement Belts,66
2024-11-16,ORD-00206,PRJ-0004,Marine Pipeline Project,4 inches,12.0 mm,0.02 tons,3,72,Grinding Wheel,19
2024-11-17,ORD-00233,PRJ-0008,Building Construction,1 inch,1.3 mm,0.05 tons,18,720,Grease Cartridge,10
2024-11-18,ORD-00241,PRJ-0009,Infrastructure Development,8 inches,7.9 mm,0.01 tons,15,360,Replacement Belts,26
2024-11-18,ORD-00266,PRJ-0006,Industrial Plant Construction,1/2 inch,25.0 mm,0.05 tons,4,76,Measuring Tape,84
2024-11-19,ORD-00032,PRJ-0004,Marine Pipeline Project,24 inches,1.3 mm,0.01 tons,13,572,Cutting Blade,18
2024-11-19,ORD-00137,PRJ-0007,Water Distribution Network,1 inch,34.0 mm,0.02 tons,18,720,Cutting Blade,19
2024-11-20,ORD-00208,PRJ-0004,Marine Pipeline Project,4 inches,6.0 mm,0.01 tons,14,252,Electrical Wires,99
2024-11-20,ORD-00248,PRJ-0009,Infrastructure Development,10 inches,25.0 mm,0.04 tons,14,280,Cutting Blade,87
2024-11-21,ORD-00179,PRJ-0006,Industrial Plant Construction,24 inches,6.0 mm,0.05 tons,12,564,Pipe Coating Material,76
2024-11-21,ORD-00224,PRJ-0008,Building Construction,24 inches,7.9 mm,0.04 tons,6,108,Cutting Blade,51
2024-11-21,ORD-00251,PRJ-0010,Energy Plant Retrofit,6 inches,12.0 mm,0.05 tons,18,306,Pipe Coating Material,21
2024-11-21,ORD-00031,PRJ-0005,Irrigation System,2 inches,25.0 mm,0.01 tons,19,285,Grinding Wheel,85
2024-11-21,ORD-00102,PRJ-0006,Industrial Plant Construction,1/2 inch,7.9 mm,0.03 tons,9,261,Drill Bits,53
2024-11-22,ORD-00186,PRJ-0008,Building Construction,8 inches,17.5 mm,0.03 tons,14,630,Clamps,52
2024-11-22,ORD-00294,PRJ-0001,Oil & Gas Exploration,24 inches,25.0 mm,0.01 tons,16,432,Lubricant Spray,49
2024-11-22,ORD-00117,PRJ-0009,Infrastructure Development,1/2 inch,12.0 mm,0.02 tons,6,138,Machine Bearings,74
2024-11-22,ORD-00201,PRJ-0008,Building Construction,1 inch,34.0 mm,0.01 tons,6,288,Machine Bearings,66
2024-11-22,ORD-00059,PRJ-0004,Marine Pipeline Project,6 inches,6.0 mm,0.02 tons,16,160,Grinding Wheel,49
2024-11-23,ORD-00319,PRJ-0004,Marine Pipeline Project,2 inches,1.3 mm,0.02 tons,12,312,Grease Cartridge,97
2024-11-23,ORD-00231,PRJ-0003,Power Plant Cooling System,4 inches,1.3 mm,0.02 tons,4,180,Hydraulic Oil,55
2024-11-23,ORD-00364,PRJ-0009,Infrastructure Development,1 inch,1.3 mm,0.02 tons,16,480,Grease Cartridge,96
2024-11-23,ORD-00166,PRJ-0006,Industrial Plant Construction,6 inches,17.5 mm,0.05 tons,6,192,Grease Cartridge,94
2024-11-23,ORD-00125,PRJ-0007,Water Distribution Network,8 inches,7.9 mm,0.01 tons,10,350,Welding Rod,88
2024-11-23,ORD-00357,PRJ-0001,Oil & Gas Exploration,24 inches,25.0 mm,0.05 tons,4,120,Drill Bits,36
2024-11-24,ORD-00085,PRJ-0007,Water Distribution Network,8 inches,12.0 mm,0.03 tons,7,273,Electrical Wires,19
2024-11-24,ORD-00081,PRJ-0004,Marine Pipeline Project,2 inches,17.5 mm,0.03 tons,13,520,Replacement Belts,66
2024-11-24,ORD-00077,PRJ-0010,Energy Plant Retrofit,1 inch,25.0 mm,0.03 tons,12,564,Grease Cartridge,65
2024-11-25,ORD-00267,PRJ-0001,Oil & Gas Exploration,1 inch,34.0 mm,0.02 tons,17,510,Drill Bits,15
2024-11-25,ORD-00297,PRJ-0003,Power Plant Cooling System,2 inches,1.3 mm,0.03 tons,19,513,Lubricant Spray,58
2024-11-25,ORD-00152,PRJ-0005,Irrigation System,4 inches,6.0 mm,0.02 tons,3,90,Pipe Coating Material,72
2024-11-25,ORD-00095,PRJ-0002,Pipeline Installation,24 inches,17.5 mm,0.02 tons,7,196,Hydraulic Oil,65
2024-11-25,ORD-00312,PRJ-0010,Energy Plant Retrofit,1/2 inch,17.5 mm,0.03 tons,15,555,Coolant,90
2024-11-26,ORD-00140,PRJ-0007,Water Distribution Network,10 inches,6.0 mm,0.05 tons,13,195,Hydraulic Oil,12
2024-11-26,ORD-00259,PRJ-0008,Building Construction,1 inch,34.0 mm,0.04 tons,3,48,Welding Rod,27
2024-11-27,ORD-00035,PRJ-0002,Pipeline Installation,2 inches,1.3 mm,0.04 tons,7,308,Machine Bearings,79
2024-11-27,ORD-00150,PRJ-0009,Infrastructure Development,6 inches,12.0 mm,0.05 tons,19,874,Safety Goggles,40
2024-11-27,ORD-00265,PRJ-0005,Irrigation System,12 inches,17.5 mm,0.05 tons,18,720,Grinding Wheel,66
2024-11-28,ORD-00022,PRJ-0004,Marine Pipeline Project,6 inches,1.3 mm,0.04 tons,3,141,Cutting Blade,27
2024-11-28,ORD-00200,PRJ-0010,Energy Plant Retrofit,2 inches,7.9 mm,0.04 tons,12,360,Machine Bearings,94
2024-11-29,ORD-00129,PRJ-0003,Power Plant Cooling System,10 inches,7.9 mm,0.02 tons,19,247,Lubricant Spray,70
2024-11-29,ORD-00247,PRJ-0010,Energy Plant Retrofit,1 inch,25.0 mm,0.04 tons,18,792,Clamps,77
2024-11-29,ORD-00364,PRJ-0009,Infrastructure Development,24 inches,1.3 mm,0.02 tons,16,480,Grease Cartridge,96
2024-11-30,ORD-00304,PRJ-0005,Irrigation System,24 inches,34.0 mm,0.05 tons,3,99,Replacement Belts,48
2024-12-01,ORD-00170,PRJ-0001,Oil & Gas Exploration,24 inches,34.0 mm,0.05 tons,8,368,Machine Bearings,49
2024-12-01,ORD-00028,PRJ-0001,Oil & Gas Exploration,4 inches,1.3 mm,0.02 tons,7,217,Replacement Belts,98
2024-12-01,ORD-00081,PRJ-0004,Marine Pipeline Project,8 inches,34.0 mm,0.03 tons,13,520,Replacement Belts,66
2024-12-01,ORD-00070,PRJ-0004,Marine Pipeline Project,1/2 inch,6.0 mm,0.03 tons,1,17,Welding Rod,15
2024-12-02,ORD-00227,PRJ-0004,Marine Pipeline Project,8 inches,7.9 mm,0.04 tons,16,192,Pipe Coating Material,30
2024-12-03,ORD-00331,PRJ-0003,Power Plant Cooling System,8 inches,1.3 mm,0.03 tons,3,141,Electrical Wires,83
2024-12-03,ORD-00264,PRJ-0001,Oil & Gas Exploration,2 inches,25.0 mm,0.02 tons,15,510,Lubricant Spray,18
2024-12-03,ORD-00289,PRJ-0003,Power Plant Cooling System,6 inches,25.0 mm,0.02 tons,3,147,Hydraulic Oil,84
2024-12-04,ORD-00032,PRJ-0004,Marine Pipeline Project,1/2 inch,1.3 mm,0.01 tons,13,572,Cutting Blade,18
2024-12-04,ORD-00081,PRJ-0004,Marine Pipeline Project,10 inches,7.9 mm,0.03 tons,13,520,Replacement Belts,66
2024-12-04,ORD-00281,PRJ-0006,Industrial Plant Construction,24 inches,7.9 mm,0.05 tons,15,615,Grease Cartridge,38
2024-12-05,ORD-00153,PRJ-0008,Building Construction,4 inches,1.3 mm,0.02 tons,4,60,Lubricant Spray,62
2024-12-05,ORD-00028,PRJ-0001,Oil & Gas Exploration,12 inches,1.3 mm,0.02 tons,7,217,Replacement Belts,98
2024-12-05,ORD-00107,PRJ-0010,Energy Plant Retrofit,10 inches,12.0 mm,0.04 tons,10,380,Machine Bearings,70
2024-12-06,ORD-00288,PRJ-0004,Marine Pipeline Project,6 inches,17.5 mm,0.05 tons,6,294,Measuring Tape,46
2024-12-06,ORD-00222,PRJ-0008,Building Construction,1/2 inch,34.0 mm,0.05 tons,11,429,Safety Gloves,12
2024-12-07,ORD-00046,PRJ-0006,Industrial Plant Construction,12 inches,17.5 mm,0.02 tons,19,437,Replacement Belts,34
2024-12-08,ORD-00239,PRJ-0005,Irrigation System,1/2 inch,12.0 mm,0.01 tons,17,680,Clamps,87
2024-12-08,ORD-00036,PRJ-0006,Industrial Plant Construction,1/2 inch,1.3 mm,0.03 tons,19,323,Machine Bearings,65
2024-12-09,ORD-00358,PRJ-0008,Building Construction,4 inches,1.3 mm,0.04 tons,16,416,Measuring Tape,26
2024-12-10,ORD-00204,PRJ-0008,Building Construction,2 inches,1.3 mm,0.02 tons,7,322,Replacement Belts,65
2024-12-10,ORD-00031,PRJ-0005,Irrigation System,12 inches,34.0 mm,0.01 tons,19,285,Grinding Wheel,85
2024-12-10,ORD-00102,PRJ-0006,Industrial Plant Construction,8 inches,17.5 mm,0.03 tons,9,261,Drill Bits,53
2024-12-11,ORD-00314,PRJ-0005,Irrigation System,12 inches,1.3 mm,0.03 tons,12,444,Safety Goggles,63
2024-12-11,ORD-00337,PRJ-0007,Water Distribution Network,4 inches,34.0 mm,0.01 tons,8,384,Pipe Coating Material,14
2024-12-12,ORD-00175,PRJ-0003,Power Plant Cooling System,1 inch,6.0 mm,0.02 tons,16,512,Welding Rod,89
2024-12-13,ORD-00114,PRJ-0008,Building Construction,1 inch,1.3 mm,0.03 tons,2,46,Drill Bits,77
2024-12-13,ORD-00275,PRJ-0005,Irrigation System,8 inches,34.0 mm,0.03 tons,8,264,Safety Goggles,49
2024-12-13,ORD-00366,PRJ-0002,Pipeline Installation,1 inch,1.3 mm,0.04 tons,18,288,Lubricant Spray,31
2024-12-14,ORD-00342,PRJ-0002,Pipeline Installation,24 inches,12.0 mm,0.03 tons,18,468,Clamps,80
2024-12-14,ORD-00066,PRJ-0010,Energy Plant Retrofit,8 inches,6.0 mm,0.04 tons,1,39,Clamps,96
2024-12-14,ORD-00061,PRJ-0010,Energy Plant Retrofit,1/2 inch,17.5 mm,0.05 tons,4,140,Cutting Blade,79
2024-12-14,ORD-00126,PRJ-0001,Oil & Gas Exploration,8 inches,17.5 mm,0.05 tons,18,756,Lubricant Spray,96
2024-12-15,ORD-00245,PRJ-0010,Energy Plant Retrofit,6 inches,6.0 mm,0.05 tons,17,170,Electrical Wires,58
2024-12-15,ORD-00361,PRJ-0002,Pipeline Installation,12 inches,25.0 mm,0.01 tons,5,140,Machine Bearings,70
2024-12-15,ORD-00178,PRJ-0006,Industrial Plant Construction,2 inches,7.9 mm,0.03 tons,12,180,Electrical Wires,20
2024-12-15,ORD-00291,PRJ-0009,Infrastructure Development,4 inches,25.0 mm,0.01 tons,4,176,Replacement Belts,98
2024-12-15,ORD-00214,PRJ-0002,Pipeline Installation,1/2 inch,17.5 mm,0.04 tons,1,37,Drill Bits,14
2024-12-16,ORD-00045,PRJ-0006,Industrial Plant Construction,24 inches,17.5 mm,0.02 tons,15,690,Grease Cartridge,43
2024-12-16,ORD-00110,PRJ-0005,Irrigation System,10 inches,34.0 mm,0.03 tons,16,192,Safety Gloves,85
2024-12-17,ORD-00290,PRJ-0005,Irrigation System,8 inches,12.0 mm,0.05 tons,2,84,Lubricant Spray,44
2024-12-17,ORD-00105,PRJ-0006,Industrial Plant Construction,4 inches,1.3 mm,0.01 tons,17,680,Measuring Tape,77
2024-12-18,ORD-00074,PRJ-0008,Building Construction,24 inches,6.0 mm,0.03 tons,5,110,Drill Bits,52
2024-12-18,ORD-00289,PRJ-0003,Power Plant Cooling System,2 inches,12.0 mm,0.02 tons,3,147,Hydraulic Oil,84
2024-12-18,ORD-00245,PRJ-0010,Energy Plant Retrofit,24 inches,12.0 mm,0.05 tons,17,170,Electrical Wires,58
2024-12-18,ORD-00005,PRJ-0004,Marine Pipeline Project,8 inches,7.9 mm,0.05 tons,16,256,Grinding Wheel,16
2024-12-18,ORD-00020,PRJ-0007,Water Distribution Network,4 inches,1.3 mm,0.01 tons,4,192,Measuring Tape,88
2024-12-19,ORD-00353,PRJ-0009,Infrastructure Development,10 inches,7.9 mm,0.01 tons,17,425,Drill Bits,75
2024-12-19,ORD-00063,PRJ-0004,Marine Pipeline Project,4 inches,17.5 mm,0.01 tons,6,96,Safety Goggles,45
2024-12-19,ORD-00149,PRJ-0001,Oil & Gas Exploration,1 inch,7.9 mm,0.05 tons,13,533,Coolant,43
2024-12-19,ORD-00174,PRJ-0006,Industrial Plant Construction,2 inches,17.5 mm,0.02 tons,17,595,Coolant,24
2024-12-19,ORD-00263,PRJ-0001,Oil & Gas Exploration,1 inch,17.5 mm,0.05 tons,14,602,Grease Cartridge,73
2024-12-20,ORD-00112,PRJ-0003,Power Plant Cooling System,2 inches,25.0 mm,0.01 tons,11,275,Lubricant Spray,78
2024-12-20,ORD-00062,PRJ-0006,Industrial Plant Construction,1 inch,17.5 mm,0.02 tons,14,392,Electrical Wires,98
2024-12-20,ORD-00241,PRJ-0009,Infrastructure Development,4 inches,12.0 mm,0.01 tons,15,360,Replacement Belts,26
2024-12-20,ORD-00175,PRJ-0003,Power Plant Cooling System,24 inches,34.0 mm,0.02 tons,16,512,Welding Rod,89
2024-12-20,ORD-00317,PRJ-0005,Irrigation System,10 inches,34.0 mm,0.02 tons,4,176,Safety Goggles,97
2024-12-20,ORD-00207,PRJ-0007,Water Distribution Network,12 inches,1.3 mm,0.04 tons,11,462,Cutting Blade,44
2024-12-21,ORD-00178,PRJ-0006,Industrial Plant Construction,4 inches,6.0 mm,0.03 tons,12,180,Electrical Wires,20
2024-12-21,ORD-00334,PRJ-0002,Pipeline Installation,4 inches,12.0 mm,0.01 tons,13,442,Grinding Wheel,95
2024-12-21,ORD-00276,PRJ-0001,Oil & Gas Exploration,6 inches,12.0 mm,0.04 tons,6,294,Drill Bits,57
2024-12-21,ORD-00337,PRJ-0007,Water Distribution Network,4 inches,17.5 mm,0.01 tons,8,384,Pipe Coating Material,14
2024-12-22,ORD-00010,PRJ-0003,Power Plant Cooling System,10 inches,7.9 mm,0.05 tons,8,144,Grease Cartridge,51
2024-12-22,ORD-00104,PRJ-0007,Water Distribution Network,4 inches,1.3 mm,0.05 tons,4,140,Coolant,65
2024-12-22,ORD-00017,PRJ-0008,Building Construction,24 inches,1.3 mm,0.02 tons,13,390,Safety Goggles,67
2024-12-23,ORD-00295,PRJ-0008,Building Construction,2 inches,12.0 mm,0.02 tons,12,156,Grease Cartridge,34
2024-12-23,ORD-00218,PRJ-0008,Building Construction,1/2 inch,7.9 mm,0.03 tons,1,33,Grinding Wheel,52
2024-12-23,ORD-00056,PRJ-0007,Water Distribution Network,4 inches,12.0 mm,0.01 tons,2,92,Lubricant Spray,40
2024-12-23,ORD-00007,PRJ-0004,Marine Pipeline Project,10 inches,7.9 mm,0.03 tons,8,120,Safety Goggles,44
2024-12-23,ORD-00315,PRJ-0001,Oil & Gas Exploration,6 inches,12.0 mm,0.04 tons,6,168,Coolant,62
2024-12-24,ORD-00347,PRJ-0006,Industrial Plant Construction,4 inches,34.0 mm,0.05 tons,4,124,Electrical Wires,48
2024-12-24,ORD-00192,PRJ-0009,Infrastructure Development,10 inches,34.0 mm,0.02 tons,3,63,Electrical Wires,25
2024-12-24,ORD-00105,PRJ-0006,Industrial Plant Construction,10 inches,7.9 mm,0.01 tons,17,680,Measuring Tape,77
2024-12-25,ORD-00185,PRJ-0010,Energy Plant Retrofit,24 inches,25.0 mm,0.05 tons,1,45,Hydraulic Oil,31
2024-12-25,ORD-00347,PRJ-0006,Industrial Plant Construction,2 inches,25.0 mm,0.05 tons,4,124,Electrical Wires,48
2024-12-25,ORD-00016,PRJ-0003,Power Plant Cooling System,2 inches,7.9 mm,0.05 tons,8,112,Electrical Wires,27
2024-12-27,ORD-00221,PRJ-0010,Energy Plant Retrofit,8 inches,34.0 mm,0.05 tons,8,304,Grinding Wheel,81
2024-12-27,ORD-00191,PRJ-0008,Building Construction,6 inches,1.3 mm,0.04 tons,18,684,Grinding Wheel,94
2024-12-28,ORD-00123,PRJ-0010,Energy Plant Retrofit,1 inch,7.9 mm,0.02 tons,17,748,Cutting Blade,62
2024-12-28,ORD-00263,PRJ-0001,Oil & Gas Exploration,6 inches,17.5 mm,0.05 tons,14,602,Grease Cartridge,73
2024-12-28,ORD-00112,PRJ-0003,Power Plant Cooling System,4 inches,17.5 mm,0.01 tons,11,275,Lubricant Spray,78
2024-12-28,ORD-00114,PRJ-0008,Building Construction,12 inches,17.5 mm,0.03 tons,2,46,Drill Bits,77
2024-12-28,ORD-00111,PRJ-0005,Irrigation System,1/2 inch,1.3 mm,0.05 tons,5,95,Cutting Blade,13
2024-12-29,ORD-00295,PRJ-0008,Building Construction,1/2 inch,12.0 mm,0.02 tons,12,156,Grease Cartridge,34
2024-12-31,ORD-00160,PRJ-0002,Pipeline Installation,2 inches,12.0 mm,0.02 tons,15,660,Grease Cartridge,22
2024-12-31,ORD-00227,PRJ-0004,Marine Pipeline Project,4 inches,17.5 mm,0.04 tons,16,192,Pipe Coating Material,30
